"ID";"RegioS";"Perioden";"TotaleBevolking_1";"Code_289";"Naam_290"
"5697";"GM0660";"2008JJ00";"";"";""
"5698";"GM0660";"2009JJ00";"";"";""
"5699";"GM0660";"2010JJ00";"";"";""
"5700";"GM0660";"2011JJ00";"";"";""
"5701";"GM0660";"2012JJ00";"";"";""
"5702";"GM0660";"2013JJ00";"";"";""
"5703";"GM0660";"2014JJ00";"";"";""
"5704";"GM0660";"2015JJ00";"";"";""
"5705";"GM0660";"2016JJ00";"";"";""
"5706";"GM0660";"2017JJ00";"";"";""
"5707";"GM0660";"2018JJ00";"";"";""
"5708";"GM0660";"2019JJ00";"";"";""
"5709";"GM0660";"2020JJ00";"";"";""
"5710";"GM0660";"2021JJ00";"";"";""
"5711";"GM0660";"2022JJ00";"";"";""
"5712";"GM0766";"1995JJ00";"   21537";"PV30      ";"Noord-Brabant                                     "
"5713";"GM0766";"1996JJ00";"   21651";"PV30      ";"Noord-Brabant                                     "
"5714";"GM0766";"1997JJ00";"   24118";"PV30      ";"Noord-Brabant                                     "
"5715";"GM0766";"1998JJ00";"   24295";"PV30      ";"Noord-Brabant                                     "
"5716";"GM0766";"1999JJ00";"   24613";"PV30      ";"Noord-Brabant                                     "
"5717";"GM0766";"2000JJ00";"   24812";"PV30      ";"Noord-Brabant                                     "
"5718";"GM0766";"2001JJ00";"   24856";"PV30      ";"Noord-Brabant                                     "
"5719";"GM0766";"2002JJ00";"   25143";"PV30      ";"Noord-Brabant                                     "
"5720";"GM0766";"2003JJ00";"   25148";"PV30      ";"Noord-Brabant                                     "
"5721";"GM0766";"2004JJ00";"   25306";"PV30      ";"Noord-Brabant                                     "
"5722";"GM0766";"2005JJ00";"   25533";"PV30      ";"Noord-Brabant                                     "
"5723";"GM0766";"2006JJ00";"   25558";"PV30      ";"Noord-Brabant                                     "
"5724";"GM0766";"2007JJ00";"   25475";"PV30      ";"Noord-Brabant                                     "
"5725";"GM0766";"2008JJ00";"   25442";"PV30      ";"Noord-Brabant                                     "
"5726";"GM0766";"2009JJ00";"   25411";"PV30      ";"Noord-Brabant                                     "
"5727";"GM0766";"2010JJ00";"   25061";"PV30      ";"Noord-Brabant                                     "
"5728";"GM0766";"2011JJ00";"   25101";"PV30      ";"Noord-Brabant                                     "
"5729";"GM0766";"2012JJ00";"   25205";"PV30      ";"Noord-Brabant                                     "
"5730";"GM0766";"2013JJ00";"   25382";"PV30      ";"Noord-Brabant                                     "
"5731";"GM0766";"2014JJ00";"   25358";"PV30      ";"Noord-Brabant                                     "
"5732";"GM0766";"2015JJ00";"   25395";"PV30      ";"Noord-Brabant                                     "
"5733";"GM0766";"2016JJ00";"   25413";"PV30      ";"Noord-Brabant                                     "
"5734";"GM0766";"2017JJ00";"   25509";"PV30      ";"Noord-Brabant                                     "
"5735";"GM0766";"2018JJ00";"   25777";"PV30      ";"Noord-Brabant                                     "
"5736";"GM0766";"2019JJ00";"   26051";"PV30      ";"Noord-Brabant                                     "
"5737";"GM0766";"2020JJ00";"   26222";"PV30      ";"Noord-Brabant                                     "
"5738";"GM0766";"2021JJ00";"   26368";"PV30      ";"Noord-Brabant                                     "
"5739";"GM0766";"2022JJ00";"   26483";"PV30      ";"Noord-Brabant                                     "
"5740";"GM0058";"1995JJ00";"   24381";"PV21      ";"Fryslân                                           "
"5741";"GM0058";"1996JJ00";"   24315";"PV21      ";"Fryslân                                           "
"5742";"GM0058";"1997JJ00";"   24451";"PV21      ";"Fryslân                                           "
"5743";"GM0058";"1998JJ00";"   24369";"PV21      ";"Fryslân                                           "
"5744";"GM0058";"1999JJ00";"   24372";"PV21      ";"Fryslân                                           "
"5745";"GM0058";"2000JJ00";"   24255";"PV21      ";"Fryslân                                           "
"5746";"GM0058";"2001JJ00";"   24726";"PV21      ";"Fryslân                                           "
"5747";"GM0058";"2002JJ00";"   24953";"PV21      ";"Fryslân                                           "
"5748";"GM0058";"2003JJ00";"   24961";"PV21      ";"Fryslân                                           "
"5749";"GM0058";"2004JJ00";"   25008";"PV21      ";"Fryslân                                           "
"5750";"GM0058";"2005JJ00";"   25116";"PV21      ";"Fryslân                                           "
"5751";"GM0058";"2006JJ00";"   25034";"PV21      ";"Fryslân                                           "
"5752";"GM0058";"2007JJ00";"   24857";"PV21      ";"Fryslân                                           "
"5753";"GM0058";"2008JJ00";"   24694";"PV21      ";"Fryslân                                           "
"5754";"GM0058";"2009JJ00";"   24610";"PV21      ";"Fryslân                                           "
"5755";"GM0058";"2010JJ00";"   24409";"PV21      ";"Fryslân                                           "
"5756";"GM0058";"2011JJ00";"   24292";"PV21      ";"Fryslân                                           "
"5757";"GM0058";"2012JJ00";"   24284";"PV21      ";"Fryslân                                           "
"5758";"GM0058";"2013JJ00";"   24221";"PV21      ";"Fryslân                                           "
"5759";"GM0058";"2014JJ00";"   24160";"PV21      ";"Fryslân                                           "
"5760";"GM0058";"2015JJ00";"   23983";"PV21      ";"Fryslân                                           "
"5761";"GM0058";"2016JJ00";"   23932";"PV21      ";"Fryslân                                           "
"5762";"GM0058";"2017JJ00";"   23901";"PV21      ";"Fryslân                                           "
"5763";"GM0058";"2018JJ00";"   23789";"PV21      ";"Fryslân                                           "
"5764";"GM0058";"2019JJ00";"";"";""
"5765";"GM0058";"2020JJ00";"";"";""
"5766";"GM0058";"2021JJ00";"";"";""
"5767";"GM0058";"2022JJ00";"";"";""
"5768";"GM0315";"1995JJ00";"   10321";"PV26      ";"Utrecht                                           "
"5769";"GM0315";"1996JJ00";"   10225";"PV26      ";"Utrecht                                           "
"5770";"GM0315";"1997JJ00";"   10117";"PV26      ";"Utrecht                                           "
"5771";"GM0315";"1998JJ00";"   10080";"PV26      ";"Utrecht                                           "
"5772";"GM0315";"1999JJ00";"   10018";"PV26      ";"Utrecht                                           "
"5773";"GM0315";"2000JJ00";"    9968";"PV26      ";"Utrecht                                           "
"5774";"GM0315";"2001JJ00";"   10124";"PV26      ";"Utrecht                                           "
"5775";"GM0315";"2002JJ00";"   10205";"PV26      ";"Utrecht                                           "
"5776";"GM0315";"2003JJ00";"   10194";"PV26      ";"Utrecht                                           "
"5777";"GM0315";"2004JJ00";"   10262";"PV26      ";"Utrecht                                           "
"5778";"GM0315";"2005JJ00";"   10282";"PV26      ";"Utrecht                                           "
"5779";"GM0315";"2006JJ00";"";"";""
"5780";"GM0315";"2007JJ00";"";"";""
"5781";"GM0315";"2008JJ00";"";"";""
"5782";"GM0315";"2009JJ00";"";"";""
"5783";"GM0315";"2010JJ00";"";"";""
"5784";"GM0315";"2011JJ00";"";"";""
"5785";"GM0315";"2012JJ00";"";"";""
"5786";"GM0315";"2013JJ00";"";"";""
"5787";"GM0315";"2014JJ00";"";"";""
"5788";"GM0315";"2015JJ00";"";"";""
"5789";"GM0315";"2016JJ00";"";"";""
"5790";"GM0315";"2017JJ00";"";"";""
"5791";"GM0315";"2018JJ00";"";"";""
"5792";"GM0315";"2019JJ00";"";"";""
"5793";"GM0315";"2020JJ00";"";"";""
"5794";"GM0315";"2021JJ00";"";"";""
"5795";"GM0315";"2022JJ00";"";"";""
"5796";"GM0505";"1995JJ00";"  114089";"PV28      ";"Zuid-Holland                                      "
"5797";"GM0505";"1996JJ00";"  116196";"PV28      ";"Zuid-Holland                                      "
"5798";"GM0505";"1997JJ00";"  117258";"PV28      ";"Zuid-Holland                                      "
"5799";"GM0505";"1998JJ00";"  118118";"PV28      ";"Zuid-Holland                                      "
"5800";"GM0505";"1999JJ00";"  119462";"PV28      ";"Zuid-Holland                                      "
"5801";"GM0505";"2000JJ00";"  119821";"PV28      ";"Zuid-Holland                                      "
"5802";"GM0505";"2001JJ00";"  120021";"PV28      ";"Zuid-Holland                                      "
"5803";"GM0505";"2002JJ00";"  120222";"PV28      ";"Zuid-Holland                                      "
"5804";"GM0505";"2003JJ00";"  120043";"PV28      ";"Zuid-Holland                                      "
"5805";"GM0505";"2004JJ00";"  119649";"PV28      ";"Zuid-Holland                                      "
"5806";"GM0505";"2005JJ00";"  119263";"PV28      ";"Zuid-Holland                                      "
"5807";"GM0505";"2006JJ00";"  118821";"PV28      ";"Zuid-Holland                                      "
"5808";"GM0505";"2007JJ00";"  118541";"PV28      ";"Zuid-Holland                                      "
"5809";"GM0505";"2008JJ00";"  118182";"PV28      ";"Zuid-Holland                                      "
"5810";"GM0505";"2009JJ00";"  118408";"PV28      ";"Zuid-Holland                                      "
"5811";"GM0505";"2010JJ00";"  118480";"PV28      ";"Zuid-Holland                                      "
"5812";"GM0505";"2011JJ00";"  118810";"PV28      ";"Zuid-Holland                                      "
"5813";"GM0505";"2012JJ00";"  118862";"PV28      ";"Zuid-Holland                                      "
"5814";"GM0505";"2013JJ00";"  118466";"PV28      ";"Zuid-Holland                                      "
"5815";"GM0505";"2014JJ00";"  118691";"PV28      ";"Zuid-Holland                                      "
"5816";"GM0505";"2015JJ00";"  118899";"PV28      ";"Zuid-Holland                                      "
"5817";"GM0505";"2016JJ00";"  118801";"PV28      ";"Zuid-Holland                                      "
"5818";"GM0505";"2017JJ00";"  118731";"PV28      ";"Zuid-Holland                                      "
"5819";"GM0505";"2018JJ00";"  118426";"PV28      ";"Zuid-Holland                                      "
"5820";"GM0505";"2019JJ00";"  118654";"PV28      ";"Zuid-Holland                                      "
"5821";"GM0505";"2020JJ00";"  119284";"PV28      ";"Zuid-Holland                                      "
"5822";"GM0505";"2021JJ00";"  119115";"PV28      ";"Zuid-Holland                                      "
"5823";"GM0505";"2022JJ00";"  119537";"PV28      ";"Zuid-Holland                                      "
"5824";"GM0498";"1995JJ00";"    9003";"PV27      ";"Noord-Holland                                     "
"5825";"GM0498";"1996JJ00";"    9250";"PV27      ";"Noord-Holland                                     "
"5826";"GM0498";"1997JJ00";"    9435";"PV27      ";"Noord-Holland                                     "
"5827";"GM0498";"1998JJ00";"    9583";"PV27      ";"Noord-Holland                                     "
"5828";"GM0498";"1999JJ00";"    9756";"PV27      ";"Noord-Holland                                     "
"5829";"GM0498";"2000JJ00";"    9878";"PV27      ";"Noord-Holland                                     "
"5830";"GM0498";"2001JJ00";"   10049";"PV27      ";"Noord-Holland                                     "
"5831";"GM0498";"2002JJ00";"   10078";"PV27      ";"Noord-Holland                                     "
"5832";"GM0498";"2003JJ00";"   10194";"PV27      ";"Noord-Holland                                     "
"5833";"GM0498";"2004JJ00";"   10378";"PV27      ";"Noord-Holland                                     "
"5834";"GM0498";"2005JJ00";"   10505";"PV27      ";"Noord-Holland                                     "
"5835";"GM0498";"2006JJ00";"   18539";"PV27      ";"Noord-Holland                                     "
"5836";"GM0498";"2007JJ00";"   18596";"PV27      ";"Noord-Holland                                     "
"5837";"GM0498";"2008JJ00";"   18818";"PV27      ";"Noord-Holland                                     "
"5838";"GM0498";"2009JJ00";"   19091";"PV27      ";"Noord-Holland                                     "
"5839";"GM0498";"2010JJ00";"   19291";"PV27      ";"Noord-Holland                                     "
"5840";"GM0498";"2011JJ00";"   19335";"PV27      ";"Noord-Holland                                     "
"5841";"GM0498";"2012JJ00";"   19300";"PV27      ";"Noord-Holland                                     "
"5842";"GM0498";"2013JJ00";"   19298";"PV27      ";"Noord-Holland                                     "
"5843";"GM0498";"2014JJ00";"   19250";"PV27      ";"Noord-Holland                                     "
"5844";"GM0498";"2015JJ00";"   19294";"PV27      ";"Noord-Holland                                     "
"5845";"GM0498";"2016JJ00";"   19400";"PV27      ";"Noord-Holland                                     "
"5846";"GM0498";"2017JJ00";"   19384";"PV27      ";"Noord-Holland                                     "
"5847";"GM0498";"2018JJ00";"   19440";"PV27      ";"Noord-Holland                                     "
"5848";"GM0498";"2019JJ00";"   19597";"PV27      ";"Noord-Holland                                     "
"5849";"GM0498";"2020JJ00";"   19719";"PV27      ";"Noord-Holland                                     "
"5850";"GM0498";"2021JJ00";"   19838";"PV27      ";"Noord-Holland                                     "
"5851";"GM0498";"2022JJ00";"   19983";"PV27      ";"Noord-Holland                                     "
"5852";"GM0316";"1995JJ00";"   18554";"PV26      ";"Utrecht                                           "
"5853";"GM0316";"1996JJ00";"   18420";"PV26      ";"Utrecht                                           "
"5854";"GM0316";"1997JJ00";"   18417";"PV26      ";"Utrecht                                           "
"5855";"GM0316";"1998JJ00";"   18487";"PV26      ";"Utrecht                                           "
"5856";"GM0316";"1999JJ00";"   18345";"PV26      ";"Utrecht                                           "
"5857";"GM0316";"2000JJ00";"   18333";"PV26      ";"Utrecht                                           "
"5858";"GM0316";"2001JJ00";"   18327";"PV26      ";"Utrecht                                           "
"5859";"GM0316";"2002JJ00";"   18438";"PV26      ";"Utrecht                                           "
"5860";"GM0316";"2003JJ00";"   18575";"PV26      ";"Utrecht                                           "
"5861";"GM0316";"2004JJ00";"   18564";"PV26      ";"Utrecht                                           "
"5862";"GM0316";"2005JJ00";"   18575";"PV26      ";"Utrecht                                           "
"5863";"GM0316";"2006JJ00";"";"";""
"5864";"GM0316";"2007JJ00";"";"";""
"5865";"GM0316";"2008JJ00";"";"";""
"5866";"GM0316";"2009JJ00";"";"";""
"5867";"GM0316";"2010JJ00";"";"";""
"5868";"GM0316";"2011JJ00";"";"";""
"5869";"GM0316";"2012JJ00";"";"";""
"5870";"GM0316";"2013JJ00";"";"";""
"5871";"GM0316";"2014JJ00";"";"";""
"5872";"GM0316";"2015JJ00";"";"";""
"5873";"GM0316";"2016JJ00";"";"";""
"5874";"GM0316";"2017JJ00";"";"";""
"5875";"GM0316";"2018JJ00";"";"";""
"5876";"GM0316";"2019JJ00";"";"";""
"5877";"GM0316";"2020JJ00";"";"";""
"5878";"GM0316";"2021JJ00";"";"";""
"5879";"GM0316";"2022JJ00";"";"";""
"5880";"GM1719";"1995JJ00";"";"";""
"5881";"GM1719";"1996JJ00";"";"";""
"5882";"GM1719";"1997JJ00";"";"";""
"5883";"GM1719";"1998JJ00";"";"";""
"5884";"GM1719";"1999JJ00";"   26582";"PV30      ";"Noord-Brabant                                     "
"5885";"GM1719";"2000JJ00";"   26643";"PV30      ";"Noord-Brabant                                     "
"5886";"GM1719";"2001JJ00";"   26624";"PV30      ";"Noord-Brabant                                     "
